Raf,Mek,PLCg,PIP2,PIP3,Erk,Akt,PKA,PKC,p38,JNK,experiment,label
313.0,441.0,18.1,36.2,20.7,5.23,22.5,195.0,3.89,19.6,13.6,6,1
77.7,98.2,26.4,51.9,36.8,4.1,75.7,205.0,4.1,28.4,8.66,6,1
153.0,225.0,14.5,12.5,11.5,1.0,31.1,30.5,1.0,26.7,5.94,6,1
368.0,538.0,19.3,40.7,14.2,3.08,62.1,1554.0,1.0,19.1,7.43,6,1
349.0,533.0,18.1,17.6,12.0,6.15,46.1,149.0,6.92,29.4,167.0,6,1
1046.0,1486.0,18.9,18.1,15.5,1.86,31.3,113.0,1.0,17.6,6.98,6,1
334.0,533.0,31.9,41.8,1.86,1.0,22.5,22.9,1.33,44.5,11.7,6,1
922.0,1407.0,28.4,34.9,12.1,14.6,50.0,604.0,1.35,15.1,15.3,6,1
90.6,104.0,3.96,10.9,17.8,51.9,213.0,7041.0,1.0,16.8,9.22,6,1
1018.0,1486.0,13.1,23.9,25.9,5.42,44.9,1794.0,2.35,15.3,13.5,6,1
205.0,289.0,16.5,71.0,40.0,2.25,68.5,165.0,2.55,30.2,1.0,6,1
213.0,331.0,3.62,289.0,59.9,1.0,28.6,55.2,1.33,8.66,6.26,6,1
165.0,246.0,13.6,8.06,15.8,1.0,28.4,136.0,1.0,24.4,4.18,6,1
200.0,269.0,13.8,18.8,21.9,1.53,119.0,389.0,1.0,44.9,12.0,6,1
914.0,1420.0,18.1,127.0,49.6,1.02,48.7,167.0,2.86,30.2,20.0,6,1
143.0,281.0,19.5,34.6,8.82,1.86,196.0,368.0,1.98,66.7,9.06,6,1
142.0,253.0,13.1,13.8,7.5,2.62,42.2,88.2,1.19,44.5,5.94,6,1
229.0,328.0,17.3,16.0,1.04,7.37,44.1,1358.0,3.28,30.5,7.84,6,1
1778.0,2503.0,10.6,111.0,23.3,10.3,142.0,1946.0,1.0,35.5,1.0,6,1
85.8,127.0,26.9,39.2,12.3,16.3,52.3,1382.0,2.31,23.7,9.65,6,1
227.0,322.0,9.14,20.4,13.5,1.76,62.1,158.0,1.98,23.7,12.4,6,1
319.0,414.0,13.7,1.0,14.9,1.0,163.0,276.0,1.0,21.9,10.3,6,1
588.0,914.0,8.35,117.0,30.2,2.15,27.4,150.0,36.2,73.0,29.7,6,1
223.0,313.0,3.31,16.8,18.9,1.43,60.4,153.0,2.92,37.2,6.21,6,1
1252.0,1747.0,7.57,7.17,33.7,3.96,69.2,196.0,1.31,27.1,2.46,6,1
221.0,269.0,32.8,11.2,30.0,9.73,85.1,1611.0,1.36,14.5,8.51,6,1
414.0,615.0,13.8,25.7,17.5,3.72,55.2,237.0,6.85,32.8,23.7,6,1
209.0,302.0,23.7,17.6,5.23,11.3,102.0,2110.0,3.96,26.2,1.0,6,1
491.0,750.0,21.3,15.3,9.65,5.14,117.0,407.0,3.46,47.0,5.14,6,1
965.0,1554.0,5.67,57.8,24.4,3.65,73.7,255.0,1.13,37.5,2.76,6,1
359.0,594.0,10.0,10.6,1.0,1.0,41.4,117.0,9.14,43.7,34.9,6,1
1877.0,2690.0,23.1,27.6,4.74,9.22,77.7,322.0,1.0,22.9,14.1,6,1
292.0,433.0,56.7,123.0,55.7,6.04,239.0,1596.0,1.39,31.3,4.57,6,1
151.0,183.0,47.8,37.5,5.78,1.0,30.0,30.5,1.0,15.8,4.18,6,1
1055.0,1512.0,4.83,8.98,20.5,5.14,69.8,1407.0,1.0,36.5,10.0,6,1
250.0,362.0,19.6,85.1,27.4,23.7,82.0,1596.0,4.1,55.7,9.91,6,1
101.0,153.0,16.1,29.4,6.04,3.13,58.8,198.0,3.4,20.7,7.77,6,1
136.0,179.0,14.5,22.5,19.5,1.0,44.5,102.0,1.0,18.9,6.98,6,1
32.5,34.0,10.2,26.7,31.9,47.8,147.0,1999.0,1.47,27.9,10.8,6,1
866.0,1208.0,17.3,31.9,32.5,2.09,18.6,692.0,1.0,23.5,3.52,6,1
170.0,231.0,41.4,108.0,29.7,3.85,75.7,225.0,1.21,24.6,3.96,6,1
120.0,253.0,10.3,69.8,17.0,5.73,34.3,1046.0,1.0,31.1,2.74,6,1
184.0,259.0,5.38,131.0,23.7,11.0,50.5,1114.0,13.8,71.7,24.1,6,1
44.1,40.7,12.7,57.3,18.6,1.0,52.8,72.3,1.0,16.4,4.07,6,1
205.0,300.0,34.0,101.0,66.7,1.78,40.0,136.0,2.07,22.3,7.84,6,1
100.0,178.0,17.8,165.0,24.8,1.0,82.0,191.0,1.17,40.7,7.57,6,1
158.0,253.0,17.8,21.9,10.0,6.26,90.6,337.0,2.92,25.3,2.19,6,1
1928.0,2788.0,8.58,131.0,46.1,1.0,22.9,78.4,1.88,38.9,2.17,6,1
10.6,45.7,9.82,85.1,13.2,2.09,73.7,906.0,1.95,20.7,2.13,6,1
271.0,426.0,13.1,67.3,26.7,2.79,45.7,165.0,1.75,15.5,4.14,6,1
461.0,661.0,20.9,45.7,26.7,3.0,55.2,104.0,5.38,23.7,11.2,6,1
4.74,4.29,5.83,21.5,14.7,3.62,14.6,26.2,2.79,55.7,8.43,6,1
78.4,193.0,8.74,10.6,6.55,6.04,36.5,2329.0,2.39,13.2,10.8,6,1
308.0,478.0,12.4,205.0,30.8,28.6,132.0,4698.0,2.48,22.3,4.26,6,1
337.0,500.0,7.99,104.0,12.3,1.61,47.4,92.2,1.0,21.5,4.57,6,1
422.0,615.0,8.74,76.4,25.9,7.1,51.4,835.0,2.15,3.59,12.4,6,1
449.0,632.0,13.8,36.2,19.6,12.5,69.2,1009.0,15.4,42.6,18.4,6,1
33.4,27.6,9.82,34.6,15.1,2.33,35.5,204.0,1.04,27.9,26.4,6,1
87.4,94.7,9.91,60.4,18.4,2.21,67.3,165.0,1.0,15.7,10.9,6,1
164.0,241.0,12.1,18.3,14.2,1.0,40.7,89.0,3.55,34.0,3.59,6,1
77.0,114.0,14.1,27.1,15.7,3.16,50.0,2503.0,1.75,17.2,1.0,6,1
98.2,168.0,24.8,55.2,9.06,7.7,54.7,1370.0,1.73,40.3,5.09,6,1
32.5,37.2,46.1,1055.0,352.0,1.75,56.7,164.0,15.0,41.4,10.0,6,1
835.0,1219.0,8.51,49.6,17.9,8.51,126.0,389.0,1.26,41.4,9.39,6,1
103.0,186.0,8.2,189.0,24.8,4.33,22.3,77.0,1.0,31.3,12.3,6,1
117.0,157.0,8.2,16.4,28.1,15.0,101.0,355.0,2.59,44.1,9.91,6,1
1009.0,1540.0,55.2,79.1,10.4,3.05,29.7,698.0,2.07,11.4,3.62,6,1
777.0,1241.0,7.5,84.3,13.8,13.3,69.8,1843.0,6.15,21.9,7.91,6,1
410.0,704.0,5.99,105.0,28.6,3.75,29.2,139.0,1.31,30.8,4.45,6,1
1208.0,1685.0,15.7,13.7,13.8,8.06,50.5,1395.0,2.04,25.0,77.0,6,1
160.0,223.0,1.0,204.0,9.06,1.36,36.2,50.5,2.67,18.9,11.0,6,1
292.0,422.0,18.6,120.0,59.9,3.16,119.0,248.0,3.96,31.9,11.5,6,1
235.0,362.0,2.97,23.3,33.4,1.0,42.9,61.0,1.53,23.1,7.1,6,1
188.0,255.0,41.4,85.8,23.7,1.42,26.4,75.0,1.0,19.3,9.39,6,1
906.0,1433.0,15.1,19.3,4.14,1.33,75.0,147.0,1.91,19.6,10.8,6,1
25.5,24.8,47.4,108.0,57.8,6.67,48.7,319.0,1.0,33.7,9.31,6,1
229.0,325.0,13.7,82.8,21.5,4.29,18.6,62.1,2.79,30.2,1.0,6,1
385.0,610.0,44.1,65.5,28.9,2.13,27.1,61.0,1.04,27.1,10.9,6,1
835.0,1208.0,10.8,15.4,7.64,23.9,70.4,982.0,28.6,50.5,18.3,6,1
92.2,158.0,7.23,125.0,53.3,1.24,90.6,305.0,3.52,14.7,11.5,6,1
276.0,396.0,12.9,19.3,6.67,1.51,108.0,281.0,1.24,24.1,9.91,6,1
9.39,12.0,78.4,165.0,47.4,10.7,56.2,2714.0,3.82,34.0,2.29,6,1
146.0,191.0,22.9,24.8,9.73,20.2,64.9,1114.0,1.0,28.4,17.8,6,1
791.0,1155.0,9.73,109.0,36.2,1.0,50.0,111.0,1.0,15.8,10.1,6,1
1928.0,2690.0,17.2,379.0,175.0,2.94,21.3,68.5,1.58,22.1,2.97,6,1
311.0,441.0,12.9,24.8,26.7,1.0,49.6,82.0,1.83,7.43,3.43,6,1
289.0,422.0,6.44,198.0,24.8,15.3,59.4,1540.0,1.0,21.1,11.1,6,1
33.4,48.7,19.1,37.5,19.8,1.25,42.9,91.4,2.19,20.9,7.91,6,1
528.0,882.0,31.3,610.0,136.0,4.53,34.6,1731.0,1.0,19.1,9.73,6,1
255.0,365.0,18.1,13.7,15.0,7.23,75.7,2267.0,2.69,21.5,13.3,6,1
59.9,73.7,16.5,478.0,158.0,3.65,41.0,221.0,1.0,20.9,7.1,6,1
178.0,308.0,15.4,145.0,25.0,3.19,34.9,158.0,1.0,13.6,10.6,6,1
1310.0,1894.0,16.8,207.0,54.2,5.57,46.1,1625.0,3.62,35.5,41.0,6,1
50.9,103.0,57.3,107.0,8.98,3.19,97.3,246.0,16.1,43.3,18.3,6,1
1370.0,1928.0,7.77,257.0,23.5,9.47,157.0,355.0,1.53,16.7,3.85,6,1
375.0,588.0,13.6,18.4,16.1,1.15,77.0,198.0,18.9,57.8,19.1,6,1
147.0,219.0,12.7,40.0,17.3,5.09,49.6,233.0,1.0,35.5,7.1,6,1
153.0,237.0,16.8,56.2,20.2,1.42,31.1,35.2,3.19,10.2,1.68,6,1
209.0,292.0,25.7,113.0,48.3,2.48,38.5,125.0,4.45,40.7,89.0,6,1
279.0,414.0,12.4,26.9,8.66,4.49,58.3,130.0,4.07,28.9,4.83,6,1
982.0,1433.0,24.6,35.2,5.62,2.46,45.3,217.0,14.2,39.2,9.91,6,1
750.0,1155.0,6.67,103.0,50.5,1.86,28.9,106.0,1.0,44.5,10.0,6,1
519.0,806.0,9.91,73.7,12.2,3.62,89.8,308.0,2.41,24.1,3.34,6,1
170.0,286.0,19.3,3.02,21.3,2.09,25.7,54.7,1.31,30.0,16.3,6,1
244.0,359.0,23.9,22.7,14.5,2.19,44.5,193.0,10.5,30.2,34.0,6,1
594.0,947.0,1.54,403.0,56.2,1.57,52.8,154.0,1.23,29.4,7.5,6,1
50.9,61.0,41.0,109.0,15.0,2.25,56.7,1596.0,37.2,54.2,28.4,6,1
90.6,122.0,60.4,137.0,12.5,3.4,102.0,319.0,2.04,10.2,4.45,6,1
368.0,547.0,31.1,37.9,5.78,1.84,48.3,1134.0,3.59,35.5,5.83,6,1
710.0,1027.0,14.7,11.2,6.1,1.13,51.9,157.0,1.0,22.1,5.78,6,1
89.0,131.0,7.43,90.6,7.7,1.0,31.9,15.1,8.35,31.9,13.9,6,1
523.0,813.0,16.1,5.83,27.4,1.43,149.0,346.0,7.5,61.5,21.7,6,1
211.0,311.0,11.8,17.5,18.1,5.57,82.8,365.0,2.48,47.8,9.82,6,1
441.0,710.0,131.0,111.0,737.0,15.8,71.7,1275.0,3.4,30.5,7.57,6,1
56.2,100.0,14.6,16.1,5.94,1.88,57.8,195.0,1.25,17.5,5.62,6,1
213.0,340.0,12.4,78.4,22.7,1.18,40.0,178.0,3.02,32.2,11.0,6,1
331.0,429.0,4.03,15.8,61.5,5.33,89.0,365.0,4.66,56.7,205.0,6,1
262.0,355.0,34.9,219.0,71.0,1.0,58.3,173.0,2.17,21.1,2.46,6,1
76.4,79.9,36.5,193.0,56.2,1.0,33.1,84.3,5.33,7.5,11.0,6,1
1499.0,2091.0,11.2,173.0,44.5,3.46,160.0,583.0,2.79,22.5,7.04,6,1
50.0,56.7,16.7,13.3,6.73,1.0,15.5,68.5,2.5,14.2,7.37,6,1
225.0,313.0,10.5,89.0,36.2,3.37,69.8,267.0,1.0,27.6,3.34,6,1
225.0,359.0,17.8,15.3,5.38,31.1,85.1,1055.0,1.96,18.9,1.05,6,1
94.7,167.0,15.3,20.5,12.4,3.4,54.2,151.0,1.0,42.6,15.1,6,1
189.0,346.0,25.7,137.0,52.3,8.35,58.8,1499.0,2.17,16.0,11.3,6,1
426.0,661.0,4.78,20.5,46.6,5.42,123.0,241.0,8.66,31.9,2.25,6,1
172.0,286.0,17.8,14.2,1.27,1.0,137.0,267.0,1.54,12.5,1.79,6,1
491.0,704.0,12.1,83.5,26.2,26.4,246.0,8896.0,1.0,16.7,8.82,6,1
311.0,437.0,10.4,253.0,30.8,1.76,130.0,322.0,1.26,8.82,3.02,6,1
34.3,58.8,8.66,14.2,17.5,1.76,25.9,57.3,1.06,21.3,10.7,6,1
1230.0,1762.0,9.73,89.8,17.9,2.59,40.7,78.4,1.0,35.9,8.43,6,1
89.8,141.0,13.6,11.3,2.31,2.29,32.5,66.1,2.04,13.1,4.33,6,1
422.0,557.0,29.2,114.0,40.0,7.5,54.7,1322.0,27.1,120.0,38.2,6,1
173.0,297.0,9.39,17.9,8.51,6.21,71.0,319.0,1.35,18.6,3.65,6,1
302.0,445.0,13.3,25.7,2.53,7.17,90.6,1144.0,1.13,5.62,5.83,6,1
215.0,375.0,4.83,54.7,7.5,1.0,49.1,163.0,2.07,18.9,6.32,6,1
213.0,302.0,16.5,16.4,48.3,1.0,38.5,98.2,1.0,19.3,3.85,6,1
349.0,547.0,9.14,142.0,17.2,1.96,59.9,165.0,4.61,25.5,5.67,6,1
59.4,77.0,10.5,16.0,26.2,2.67,15.7,55.2,1.91,40.3,8.51,6,1
64.9,93.1,7.17,111.0,43.3,2.23,50.5,133.0,4.18,29.2,7.64,6,1
1084.0,1540.0,23.1,60.4,50.0,1.79,43.7,57.3,3.65,40.7,8.74,6,1
279.0,379.0,13.6,13.8,4.49,2.48,69.8,101.0,1.36,46.6,3.89,6,1
170.0,215.0,17.2,24.8,8.58,5.14,121.0,349.0,6.15,14.7,8.9,6,1
107.0,184.0,16.5,297.0,63.8,9.14,48.7,1433.0,20.4,44.9,17.9,6,1
835.0,1322.0,18.4,10.8,8.98,2.25,60.4,205.0,1.09,7.99,1.73,6,1
445.0,615.0,5.88,76.4,19.6,6.67,50.9,264.0,2.23,17.2,4.61,6,1
123.0,181.0,17.3,46.1,25.0,1.07,18.9,104.0,1.0,36.5,13.7,6,1
661.0,1075.0,15.1,21.3,12.1,1.43,23.1,59.4,1.03,5.47,4.29,6,1
403.0,638.0,13.8,31.9,36.2,1.26,29.2,63.8,2.84,12.6,6.1,6,1
168.0,233.0,16.1,61.0,28.6,1.76,35.5,131.0,14.5,45.3,22.7,6,1
311.0,483.0,12.2,9.06,8.58,1.03,63.2,213.0,38.2,74.3,12.6,6,1
1219.0,1827.0,64.4,98.2,10.5,1.0,26.7,85.1,1.27,22.9,20.7,6,1
319.0,491.0,31.1,168.0,34.9,1.39,75.7,129.0,2.48,25.7,8.58,6,1
235.0,316.0,13.5,75.7,16.0,1.86,87.4,204.0,1.0,16.1,10.5,6,1
76.4,125.0,7.37,163.0,15.7,3.0,47.8,142.0,1.0,24.8,5.47,6,1
429.0,667.0,4.07,15.4,25.7,1.0,47.0,87.4,2.79,31.1,49.1,6,1
433.0,610.0,14.7,108.0,51.9,1.57,110.0,269.0,7.23,39.2,10.4,6,1
32.2,70.4,13.7,72.3,17.6,2.02,31.6,82.0,48.3,139.0,59.9,6,1
40.3,46.6,11.3,17.9,5.94,2.92,132.0,279.0,2.23,13.1,5.52,6,1
271.0,418.0,18.3,149.0,38.5,23.7,75.0,1298.0,1.95,23.9,12.0,6,1
313.0,509.0,9.47,34.9,30.2,1.73,33.4,70.4,1.08,23.5,4.29,6,1
286.0,403.0,11.9,80.6,50.9,1.29,98.2,286.0,1.45,41.0,10.7,6,1
248.0,359.0,7.77,83.5,21.5,1.0,24.4,55.7,1.65,18.9,4.78,6,1
64.9,85.1,11.4,106.0,36.2,2.23,145.0,253.0,1.0,11.2,3.43,6,1
1433.0,2072.0,8.13,30.8,79.1,4.87,20.9,163.0,1.09,8.51,7.3,6,1
271.0,418.0,6.98,12.5,29.4,1.0,45.3,64.9,1.1,17.3,9.56,6,1
57.8,91.4,17.2,15.7,6.55,4.91,35.2,122.0,1.32,20.2,4.49,6,1
346.0,594.0,15.7,12.1,19.6,1.0,58.8,158.0,1.78,32.2,4.33,6,1
119.0,157.0,13.5,121.0,40.3,2.69,48.7,172.0,12.2,29.2,38.5,6,1
225.0,355.0,16.4,20.0,9.22,20.5,207.0,3023.0,20.9,84.3,46.6,6,1
111.0,147.0,3.79,10.7,29.7,7.64,50.0,1075.0,2.11,19.8,2.79,6,1
14.6,18.6,18.3,16.3,3.16,4.57,16.7,474.0,6.85,26.2,28.6,7,4
17.2,39.6,15.1,13.5,6.49,5.05,18.6,567.0,15.5,75.0,9.91,7,4
15.8,15.1,3.75,191.0,3.72,7.64,19.6,770.0,12.2,21.1,12.0,7,4
9.39,14.7,8.28,75.0,16.1,16.4,21.5,253.0,12.9,37.5,2.0,7,4
9.82,6.04,2.21,179.0,20.7,26.9,27.4,385.0,10.1,22.5,5.57,7,4
9.65,10.6,38.5,55.2,22.1,5.67,13.0,253.0,11.7,8.66,16.4,7,4
33.7,19.6,8.9,28.4,20.9,6.85,18.8,1134.0,17.8,24.6,5.28,7,4
18.8,19.6,68.5,205.0,17.3,19.3,31.3,305.0,7.17,17.8,5.83,7,4
39.2,17.2,81.3,205.0,29.2,19.8,27.4,346.0,9.73,19.8,19.1,7,4
16.1,15.4,11.7,16.4,9.65,7.3,11.9,519.0,35.5,64.4,21.9,7,4
46.6,12.2,11.4,30.2,63.8,4.83,11.2,594.0,6.92,16.3,6.73,7,4
50.9,24.1,3.05,491.0,79.9,35.2,44.1,547.0,13.5,26.4,11.9,7,4
28.6,20.2,9.31,12.1,3.13,14.1,17.2,583.0,4.29,19.6,73.7,7,4
13.1,40.0,17.8,11.9,4.61,6.32,45.3,1065.0,24.1,44.1,10.0,7,4
48.7,22.5,26.9,514.0,154.0,13.1,21.5,835.0,27.9,78.4,32.5,7,4
37.2,19.5,16.8,16.8,1.68,17.5,31.1,538.0,20.7,46.6,14.3,7,4
11.3,6.21,17.0,13.3,1.23,9.31,14.3,457.0,15.5,29.2,14.2,7,4
47.8,18.1,5.83,47.8,6.55,14.7,19.8,85.8,18.6,47.8,26.4,7,4
17.5,29.4,10.4,14.6,4.03,29.2,35.5,331.0,12.1,25.5,21.5,7,4
38.2,20.5,6.61,17.9,23.9,11.3,27.6,947.0,24.1,47.4,17.8,7,4
2.55,12.4,1.83,200.0,16.7,3.05,15.8,655.0,20.2,36.8,10.7,7,4
52.8,21.3,1.0,21.1,1.21,7.23,19.3,547.0,14.6,31.9,1.0,7,4
41.8,45.3,4.26,157.0,23.9,23.9,43.3,355.0,14.6,26.2,13.8,7,4
67.3,24.8,6.98,16.5,29.7,13.8,45.3,2595.0,5.83,18.6,26.9,7,4
13.7,10.1,2.67,34.0,3.11,11.2,28.6,1981.0,19.3,37.5,26.4,7,4
15.0,39.6,14.9,414.0,77.0,6.61,6.73,400.0,23.3,40.7,77.7,7,4
21.9,18.3,1.0,89.0,5.88,3.89,12.4,491.0,9.06,27.4,16.7,7,4
67.9,40.0,5.38,13.8,63.2,2.07,15.1,723.0,17.6,40.7,17.6,7,4
10.2,13.5,15.0,34.0,26.4,1.73,6.26,106.0,10.5,18.9,25.5,7,4
15.8,22.1,5.09,20.2,44.5,7.77,26.4,599.0,12.5,30.5,23.9,7,4
85.1,106.0,11.9,67.9,11.3,21.1,32.5,389.0,10.0,27.9,13.7,7,4
57.8,16.5,1.93,157.0,13.9,18.6,24.4,491.0,13.1,18.9,19.5,7,4
9.56,24.4,4.91,184.0,17.6,11.2,18.9,874.0,3.37,12.9,112.0,7,4
27.9,27.4,9.14,68.5,13.7,13.0,26.9,528.0,12.4,19.6,10.1,7,4
17.8,17.2,25.0,31.1,2.29,19.3,25.9,311.0,17.3,29.7,18.9,7,4
34.9,15.0,7.1,5.23,21.5,21.3,35.2,583.0,15.1,34.0,25.5,7,4
75.7,17.6,11.1,30.0,5.23,28.6,46.6,225.0,15.4,40.0,18.4,7,4
38.5,16.0,9.47,136.0,29.2,8.98,10.4,170.0,17.9,33.7,17.0,7,4
34.3,36.5,43.7,63.8,19.6,5.38,16.7,331.0,20.5,40.7,9.65,7,4
20.4,15.7,16.0,24.4,5.14,4.78,5.23,164.0,13.1,23.5,11.3,7,4
22.5,19.5,6.32,188.0,14.1,9.82,13.0,673.0,6.32,23.7,105.0,7,4
73.0,24.1,14.3,82.8,3.13,18.9,31.3,385.0,20.0,36.8,13.5,7,4
34.0,10.8,79.1,165.0,16.5,5.83,17.3,267.0,20.5,60.4,93.1,7,4
50.0,25.5,47.4,257.0,20.7,1.0,4.07,188.0,3.82,18.4,89.0,7,4
48.7,25.5,16.1,122.0,67.3,28.6,41.4,538.0,18.3,45.7,15.5,7,4
61.0,25.5,4.87,207.0,46.6,24.1,27.9,382.0,1.0,15.1,96.5,7,4
64.4,33.4,13.5,28.6,1.0,18.9,33.7,403.0,3.85,8.74,73.0,7,4
65.5,29.7,7.37,127.0,20.7,13.0,32.2,626.0,24.4,48.3,24.4,7,4
43.7,13.3,18.3,23.1,6.79,8.35,5.78,200.0,5.57,12.5,15.1,7,4
33.4,23.3,5.38,198.0,66.7,10.6,24.6,685.0,18.1,33.4,8.2,7,4
13.5,10.7,9.39,3.59,29.7,4.91,34.3,227.0,13.7,33.1,12.2,7,4
11.7,4.37,12.7,46.1,22.5,4.96,18.3,914.0,17.0,47.0,17.2,7,4
12.5,19.3,14.3,55.7,32.8,3.05,10.4,274.0,3.4,26.7,114.0,7,4
84.3,35.2,11.2,18.3,63.2,4.33,9.56,325.0,2.41,372.0,26.9,7,4
38.2,15.8,5.67,136.0,18.1,33.1,69.2,379.0,22.9,71.0,43.3,7,4
28.1,9.22,5.94,132.0,18.1,25.5,46.6,557.0,17.6,30.0,13.2,7,4
11.7,8.74,26.9,42.2,15.0,17.3,23.9,474.0,4.57,13.2,21.7,7,4
1.0,3.46,5.83,3.34,3.13,11.7,24.8,352.0,22.3,48.3,18.9,7,4
136.0,48.7,3.43,19.1,25.0,4.49,18.6,274.0,23.9,44.1,5.42,7,4
19.5,13.8,8.74,14.9,24.4,12.5,24.4,632.0,35.5,64.9,18.4,7,4
42.9,12.4,11.0,9.06,4.7,11.8,31.6,305.0,2.07,17.5,82.0,7,4
5.28,5.57,16.3,22.3,18.9,20.7,28.4,466.0,17.0,27.6,14.3,7,4
79.1,50.5,24.6,53.8,40.0,10.7,21.1,445.0,19.1,41.8,10.8,7,4
81.3,16.8,4.14,445.0,62.1,5.33,20.2,1094.0,5.09,23.3,52.3,7,4
32.2,26.9,2.81,2.81,1.65,33.7,56.2,931.0,35.2,46.1,9.31,7,4
40.0,20.0,14.2,85.1,18.9,6.04,12.3,379.0,5.0,15.5,74.3,7,4
19.6,20.2,14.2,14.5,1.51,11.4,13.9,483.0,5.23,15.4,131.0,7,4
50.9,28.1,6.26,235.0,14.5,5.05,13.7,644.0,26.7,42.9,20.9,7,4
41.4,27.1,8.58,36.5,42.2,14.6,27.4,400.0,18.8,57.3,56.2,7,4
58.8,31.9,4.07,14.2,3.96,7.64,11.2,231.0,16.3,39.2,17.5,7,4
64.9,21.1,10.9,63.2,19.5,27.1,41.8,461.0,8.51,20.0,11.7,7,4
62.1,32.8,11.4,18.1,22.7,10.7,47.0,1963.0,6.98,15.3,5.73,7,4
32.2,28.1,20.0,19.6,3.19,8.28,15.3,110.0,23.7,58.3,9.56,7,4
63.8,64.4,2.25,231.0,18.9,18.8,39.6,843.0,17.6,37.9,20.0,7,4
22.1,26.7,3.65,26.4,10.6,14.2,26.4,737.0,30.5,42.9,16.7,7,4
63.2,38.9,10.1,66.7,14.1,7.23,15.3,340.0,3.52,38.2,130.0,7,4
132.0,54.7,10.0,44.1,109.0,13.5,30.0,267.0,27.1,47.0,18.6,7,4
26.9,24.4,22.7,17.2,6.44,21.5,27.6,407.0,16.7,45.7,123.0,7,4
39.2,17.6,59.4,119.0,12.7,16.4,28.6,313.0,54.7,74.3,19.3,7,4
42.9,17.6,1.43,62.1,12.9,18.6,80.6,5523.0,10.2,21.3,15.7,7,4
101.0,100.0,10.5,65.5,27.4,8.2,17.9,449.0,10.0,14.5,4.61,7,4
73.0,23.1,5.42,92.2,14.6,4.26,30.2,991.0,30.8,74.3,36.5,7,4
25.5,23.5,13.6,127.0,17.8,8.13,6.55,302.0,6.21,13.9,57.8,7,4
33.7,16.8,12.5,12.7,16.3,5.52,16.0,264.0,16.8,34.3,2.67,7,4
205.0,71.0,9.06,79.9,16.8,23.9,20.7,441.0,14.2,31.1,20.5,7,4
24.1,28.1,22.7,94.7,36.8,17.9,33.7,400.0,25.9,55.2,31.1,7,4
34.0,21.3,19.1,9.39,5.42,13.8,22.1,478.0,19.6,60.4,36.2,7,4
57.3,23.5,10.7,45.3,52.8,8.82,20.7,1512.0,10.6,24.4,12.7,7,4
55.2,22.3,17.6,22.5,9.39,23.7,27.6,375.0,24.6,53.8,22.5,7,4
77.0,21.1,12.2,22.1,3.13,6.61,22.9,445.0,26.9,38.2,10.3,7,4
59.4,41.4,9.73,14.9,6.15,9.06,20.4,500.0,30.2,56.7,14.5,7,4
9.39,27.9,13.0,22.5,17.5,19.5,26.9,426.0,28.6,36.5,18.6,7,4
16.5,33.4,1.0,403.0,35.5,16.0,33.1,710.0,16.4,29.4,19.5,7,4
61.0,40.7,13.5,14.5,5.83,7.99,13.6,757.0,11.3,23.9,7.37,7,4
63.8,34.9,8.82,85.8,17.5,14.7,26.9,604.0,2.92,16.8,64.4,7,4
45.7,12.1,80.6,90.6,23.3,7.84,15.7,362.0,64.9,100.0,16.5,7,4
39.2,10.0,4.45,15.0,27.6,10.6,17.8,437.0,11.8,28.6,40.3,7,4
120.0,85.8,9.73,114.0,13.3,8.06,15.8,578.0,6.85,21.1,75.7,7,4
5.78,1.01,8.82,60.4,31.1,15.5,31.3,730.0,3.31,15.8,56.2,7,4
35.2,10.4,10.2,10.4,26.4,10.8,26.4,604.0,20.9,48.3,16.5,7,4
19.6,46.6,1.63,37.9,7.5,13.1,19.3,528.0,21.9,60.4,44.5,7,4
34.0,18.8,42.9,89.8,44.9,4.61,17.9,673.0,25.7,49.1,25.5,7,4
47.4,28.9,9.14,19.5,73.7,19.3,27.6,453.0,3.34,20.5,61.5,7,4
44.1,28.4,17.2,22.5,13.5,13.3,20.2,313.0,23.7,33.4,14.5,7,4
119.0,29.4,16.1,15.3,9.82,18.6,28.6,396.0,49.6,64.4,18.8,7,4
53.8,23.9,8.82,97.3,24.6,3.96,7.57,153.0,15.1,28.1,15.7,7,4
164.0,72.3,3.89,11.4,40.7,10.9,29.2,1928.0,25.5,41.4,25.7,7,4
42.2,22.3,1.36,38.5,21.5,24.1,39.6,588.0,20.4,34.0,16.4,7,4
71.0,66.7,4.91,11.4,14.2,5.0,16.0,346.0,18.3,33.4,13.2,7,4
59.9,32.8,12.7,12.5,17.5,39.6,61.0,882.0,32.2,73.0,26.7,7,4
41.4,28.9,15.3,30.2,13.0,18.6,41.0,557.0,4.87,27.1,71.7,7,4
25.9,19.3,13.5,20.0,5.05,15.4,33.1,757.0,27.9,56.2,13.8,7,4
78.4,44.1,16.3,16.5,3.16,94.7,198.0,1055.0,6.67,16.3,17.5,7,4
47.0,57.3,9.39,164.0,52.8,9.31,14.6,638.0,10.0,29.7,9.47,7,4
17.3,28.9,10.2,88.2,9.82,22.7,24.1,328.0,21.9,37.9,14.1,7,4
53.3,19.8,13.2,34.3,22.1,9.56,16.3,638.0,2.33,12.0,53.3,7,4
20.5,15.0,10.3,12.6,29.4,34.0,70.4,1762.0,3.68,17.2,127.0,7,4
